dataset,band_index_kept,wavelength_nm,orig_band_index
549_240506-160758,213,2312.9,223
549_240506-160758,214,2319.15,224
549_240506-160758,215,2325.4,225
549_240506-160758,216,2331.65,226
549_240506-160758,217,2337.9,227
549_240506-160758,218,2344.14,228
549_240506-160758,219,2350.39,229
549_240506-160758,220,2356.64,230
549_240506-160758,221,2362.88,231
549_240506-160758,222,2369.13,232
549_240506-160758,223,2375.37,233
549_240506-160758,224,2381.62,234
549_240506-160758,225,2387.86,235
549_240506-160758,226,2394.11,236
549_240506-160758,227,2400.35,237
549_240506-160758,228,2406.6,238
549_240506-160758,229,2412.84,239
549_240506-160758,230,2419.08,240
549_240506-160758,231,2425.32,241
549_240506-160758,232,2431.57,242
549_240506-160758,233,2437.81,243
549_240506-160758,234,2444.05,244
549_240506-160758,235,2450.29,245
