dataset,band_index_kept,wavelength_nm,orig_band_index
420_240506-160205,121,1736.24,131
420_240506-160205,122,1742.53,132
420_240506-160205,123,1748.81,133
420_240506-160205,124,1755.1,134
420_240506-160205,125,1761.38,135
420_240506-160205,126,1767.67,136
420_240506-160205,127,1773.95,137
420_240506-160205,128,1780.24,138
420_240506-160205,129,1786.52,139
420_240506-160205,130,1792.8,140
420_240506-160205,131,1799.09,141
420_240506-160205,132,1805.37,142
420_240506-160205,133,1811.65,143
420_240506-160205,134,1817.93,144
420_240506-160205,135,1824.21,145
420_240506-160205,136,1830.5,146
420_240506-160205,137,1836.78,147
420_240506-160205,138,1843.06,148
420_240506-160205,139,1849.34,149
420_240506-160205,140,1855.61,150
420_240506-160205,141,1861.89,151
420_240506-160205,142,1868.17,152
420_240506-160205,143,1874.45,153
420_240506-160205,144,1880.73,154
420_240506-160205,145,1887.0,155
420_240506-160205,146,1893.28,156
420_240506-160205,147,1899.56,157
420_240506-160205,148,1905.83,158
420_240506-160205,149,1912.11,159
420_240506-160205,150,1918.38,160
420_240506-160205,151,1924.66,161
420_240506-160205,152,1930.93,162
420_240506-160205,153,1937.21,163
420_240506-160205,154,1943.48,164
420_240506-160205,155,1949.75,165
420_240506-160205,156,1956.03,166
420_240506-160205,157,1962.3,167
420_240506-160205,158,1968.57,168
420_240506-160205,159,1974.84,169
420_240506-160205,160,1981.11,170
420_240506-160205,161,1987.39,171
420_240506-160205,162,1993.66,172
420_240506-160205,163,1999.93,173
420_240506-160205,164,2006.19,174
420_240506-160205,165,2012.46,175
420_240506-160205,166,2018.73,176
420_240506-160205,167,2025.0,177
420_240506-160205,168,2031.27,178
420_240506-160205,169,2037.54,179
420_240506-160205,170,2043.8,180
420_240506-160205,171,2050.07,181
420_240506-160205,172,2056.34,182
420_240506-160205,173,2062.6,183
420_240506-160205,174,2068.87,184
420_240506-160205,175,2075.13,185
420_240506-160205,176,2081.4,186
420_240506-160205,177,2087.66,187
420_240506-160205,178,2093.93,188
420_240506-160205,179,2100.19,189
420_240506-160205,180,2106.45,190
420_240506-160205,181,2112.71,191
420_240506-160205,182,2118.98,192
420_240506-160205,183,2125.24,193
420_240506-160205,184,2131.5,194
420_240506-160205,185,2137.76,195
420_240506-160205,186,2144.02,196
420_240506-160205,187,2150.28,197
420_240506-160205,188,2156.54,198
420_240506-160205,189,2162.8,199
420_240506-160205,190,2169.06,200
420_240506-160205,191,2175.32,201
420_240506-160205,192,2181.58,202
420_240506-160205,193,2187.83,203
420_240506-160205,194,2194.09,204
420_240506-160205,195,2200.35,205
420_240506-160205,196,2206.6,206
420_240506-160205,197,2212.86,207
420_240506-160205,198,2219.12,208
420_240506-160205,199,2225.37,209
420_240506-160205,200,2231.63,210
420_240506-160205,201,2237.88,211
420_240506-160205,202,2244.13,212
420_240506-160205,203,2250.39,213
420_240506-160205,204,2256.64,214
420_240506-160205,205,2262.89,215
420_240506-160205,206,2269.15,216
420_240506-160205,207,2275.4,217
420_240506-160205,208,2281.65,218
420_240506-160205,209,2287.9,219
420_240506-160205,210,2294.15,220
420_240506-160205,211,2300.4,221
420_240506-160205,212,2306.65,222
420_240506-160205,213,2312.9,223
420_240506-160205,214,2319.15,224
420_240506-160205,215,2325.4,225
420_240506-160205,216,2331.65,226
420_240506-160205,217,2337.9,227
420_240506-160205,218,2344.14,228
420_240506-160205,219,2350.39,229
420_240506-160205,220,2356.64,230
420_240506-160205,221,2362.88,231
420_240506-160205,222,2369.13,232
420_240506-160205,223,2375.37,233
420_240506-160205,224,2381.62,234
420_240506-160205,225,2387.86,235
420_240506-160205,226,2394.11,236
420_240506-160205,227,2400.35,237
420_240506-160205,228,2406.6,238
420_240506-160205,229,2412.84,239
420_240506-160205,230,2419.08,240
420_240506-160205,231,2425.32,241
420_240506-160205,232,2431.57,242
420_240506-160205,233,2437.81,243
420_240506-160205,234,2444.05,244
420_240506-160205,235,2450.29,245
