dataset,band_index_kept,wavelength_nm,orig_band_index
ATCC13_240506-161053,0,972.55,10
ATCC13_240506-161053,1,978.89,11
ATCC13_240506-161053,2,985.23,12
ATCC13_240506-161053,3,991.56,13
ATCC13_240506-161053,4,997.9,14
ATCC13_240506-161053,5,1004.23,15
ATCC13_240506-161053,6,1010.56,16
ATCC13_240506-161053,7,1016.9,17
ATCC13_240506-161053,8,1023.23,18
ATCC13_240506-161053,9,1029.56,19
ATCC13_240506-161053,10,1035.9,20
ATCC13_240506-161053,11,1042.23,21
ATCC13_240506-161053,12,1048.56,22
ATCC13_240506-161053,13,1054.89,23
ATCC13_240506-161053,14,1061.22,24
ATCC13_240506-161053,15,1067.55,25
ATCC13_240506-161053,16,1073.88,26
ATCC13_240506-161053,17,1080.21,27
ATCC13_240506-161053,18,1086.54,28
ATCC13_240506-161053,19,1092.87,29
ATCC13_240506-161053,20,1099.19,30
ATCC13_240506-161053,21,1105.52,31
ATCC13_240506-161053,22,1111.85,32
ATCC13_240506-161053,23,1118.18,33
ATCC13_240506-161053,24,1124.5,34
ATCC13_240506-161053,25,1130.83,35
ATCC13_240506-161053,26,1137.16,36
ATCC13_240506-161053,27,1143.48,37
ATCC13_240506-161053,28,1149.81,38
ATCC13_240506-161053,29,1156.13,39
ATCC13_240506-161053,30,1162.45,40
ATCC13_240506-161053,31,1168.78,41
ATCC13_240506-161053,32,1175.1,42
ATCC13_240506-161053,33,1181.42,43
ATCC13_240506-161053,34,1187.75,44
ATCC13_240506-161053,35,1194.07,45
ATCC13_240506-161053,36,1200.39,46
ATCC13_240506-161053,37,1206.71,47
ATCC13_240506-161053,38,1213.03,48
ATCC13_240506-161053,39,1219.35,49
ATCC13_240506-161053,40,1225.67,50
ATCC13_240506-161053,41,1231.99,51
ATCC13_240506-161053,42,1238.31,52
ATCC13_240506-161053,43,1244.63,53
ATCC13_240506-161053,44,1250.95,54
ATCC13_240506-161053,45,1257.27,55
ATCC13_240506-161053,46,1263.58,56
ATCC13_240506-161053,47,1269.9,57
ATCC13_240506-161053,48,1276.22,58
ATCC13_240506-161053,49,1282.53,59
ATCC13_240506-161053,50,1288.85,60
ATCC13_240506-161053,51,1295.17,61
ATCC13_240506-161053,52,1301.48,62
ATCC13_240506-161053,53,1307.79,63
ATCC13_240506-161053,54,1314.11,64
ATCC13_240506-161053,55,1320.42,65
ATCC13_240506-161053,56,1326.74,66
ATCC13_240506-161053,57,1333.05,67
ATCC13_240506-161053,58,1339.36,68
ATCC13_240506-161053,59,1345.67,69
ATCC13_240506-161053,60,1351.99,70
ATCC13_240506-161053,61,1358.3,71
ATCC13_240506-161053,62,1364.61,72
ATCC13_240506-161053,63,1370.92,73
ATCC13_240506-161053,64,1377.23,74
ATCC13_240506-161053,65,1383.54,75
ATCC13_240506-161053,66,1389.85,76
ATCC13_240506-161053,67,1396.16,77
ATCC13_240506-161053,68,1402.47,78
ATCC13_240506-161053,69,1408.77,79
ATCC13_240506-161053,70,1415.08,80
ATCC13_240506-161053,71,1421.39,81
ATCC13_240506-161053,72,1427.7,82
ATCC13_240506-161053,73,1434.0,83
ATCC13_240506-161053,74,1440.31,84
ATCC13_240506-161053,75,1446.62,85
ATCC13_240506-161053,76,1452.92,86
ATCC13_240506-161053,77,1459.23,87
ATCC13_240506-161053,78,1465.53,88
ATCC13_240506-161053,79,1471.83,89
ATCC13_240506-161053,80,1478.14,90
ATCC13_240506-161053,81,1484.44,91
ATCC13_240506-161053,82,1490.74,92
ATCC13_240506-161053,83,1497.05,93
ATCC13_240506-161053,84,1503.35,94
ATCC13_240506-161053,85,1509.65,95
ATCC13_240506-161053,86,1515.95,96
ATCC13_240506-161053,87,1522.25,97
ATCC13_240506-161053,88,1528.55,98
ATCC13_240506-161053,89,1534.85,99
ATCC13_240506-161053,90,1541.15,100
ATCC13_240506-161053,91,1547.45,101
ATCC13_240506-161053,92,1553.75,102
ATCC13_240506-161053,93,1560.05,103
ATCC13_240506-161053,94,1566.35,104
ATCC13_240506-161053,95,1572.64,105
ATCC13_240506-161053,96,1578.94,106
ATCC13_240506-161053,97,1585.24,107
ATCC13_240506-161053,98,1591.53,108
ATCC13_240506-161053,99,1597.83,109
ATCC13_240506-161053,100,1604.13,110
ATCC13_240506-161053,101,1610.42,111
ATCC13_240506-161053,102,1616.72,112
ATCC13_240506-161053,103,1623.01,113
ATCC13_240506-161053,104,1629.3,114
ATCC13_240506-161053,105,1635.6,115
ATCC13_240506-161053,106,1641.89,116
ATCC13_240506-161053,107,1648.18,117
ATCC13_240506-161053,108,1654.48,118
ATCC13_240506-161053,109,1660.77,119
ATCC13_240506-161053,110,1667.06,120
ATCC13_240506-161053,111,1673.35,121
ATCC13_240506-161053,112,1679.64,122
ATCC13_240506-161053,113,1685.93,123
ATCC13_240506-161053,114,1692.22,124
ATCC13_240506-161053,115,1698.51,125
ATCC13_240506-161053,116,1704.8,126
ATCC13_240506-161053,117,1711.09,127
ATCC13_240506-161053,118,1717.38,128
ATCC13_240506-161053,119,1723.66,129
ATCC13_240506-161053,120,1729.95,130
ATCC13_240506-161053,121,1736.24,131
ATCC13_240506-161053,122,1742.53,132
ATCC13_240506-161053,123,1748.81,133
ATCC13_240506-161053,124,1755.1,134
ATCC13_240506-161053,125,1761.38,135
ATCC13_240506-161053,126,1767.67,136
ATCC13_240506-161053,127,1773.95,137
ATCC13_240506-161053,128,1780.24,138
ATCC13_240506-161053,129,1786.52,139
