dataset,band_index_kept,wavelength_nm,orig_band_index
ATCC16_240506-161158,0,972.55,10
ATCC16_240506-161158,1,978.89,11
ATCC16_240506-161158,2,985.23,12
ATCC16_240506-161158,3,991.56,13
ATCC16_240506-161158,4,997.9,14
ATCC16_240506-161158,5,1004.23,15
ATCC16_240506-161158,6,1010.56,16
ATCC16_240506-161158,7,1016.9,17
ATCC16_240506-161158,8,1023.23,18
ATCC16_240506-161158,9,1029.56,19
ATCC16_240506-161158,10,1035.9,20
ATCC16_240506-161158,11,1042.23,21
ATCC16_240506-161158,12,1048.56,22
ATCC16_240506-161158,13,1054.89,23
ATCC16_240506-161158,14,1061.22,24
ATCC16_240506-161158,15,1067.55,25
ATCC16_240506-161158,16,1073.88,26
ATCC16_240506-161158,17,1080.21,27
ATCC16_240506-161158,18,1086.54,28
ATCC16_240506-161158,19,1092.87,29
ATCC16_240506-161158,20,1099.19,30
ATCC16_240506-161158,21,1105.52,31
ATCC16_240506-161158,22,1111.85,32
ATCC16_240506-161158,23,1118.18,33
ATCC16_240506-161158,24,1124.5,34
ATCC16_240506-161158,25,1130.83,35
ATCC16_240506-161158,26,1137.16,36
ATCC16_240506-161158,27,1143.48,37
ATCC16_240506-161158,28,1149.81,38
ATCC16_240506-161158,29,1156.13,39
ATCC16_240506-161158,30,1162.45,40
ATCC16_240506-161158,31,1168.78,41
ATCC16_240506-161158,32,1175.1,42
ATCC16_240506-161158,33,1181.42,43
ATCC16_240506-161158,34,1187.75,44
ATCC16_240506-161158,35,1194.07,45
ATCC16_240506-161158,36,1200.39,46
ATCC16_240506-161158,37,1206.71,47
ATCC16_240506-161158,38,1213.03,48
ATCC16_240506-161158,39,1219.35,49
ATCC16_240506-161158,40,1225.67,50
ATCC16_240506-161158,41,1231.99,51
ATCC16_240506-161158,42,1238.31,52
ATCC16_240506-161158,43,1244.63,53
ATCC16_240506-161158,44,1250.95,54
ATCC16_240506-161158,45,1257.27,55
ATCC16_240506-161158,46,1263.58,56
ATCC16_240506-161158,47,1269.9,57
ATCC16_240506-161158,48,1276.22,58
ATCC16_240506-161158,49,1282.53,59
ATCC16_240506-161158,50,1288.85,60
ATCC16_240506-161158,51,1295.17,61
ATCC16_240506-161158,52,1301.48,62
ATCC16_240506-161158,53,1307.79,63
ATCC16_240506-161158,54,1314.11,64
ATCC16_240506-161158,55,1320.42,65
ATCC16_240506-161158,56,1326.74,66
