dataset,band_index_kept,wavelength_nm,orig_band_index
553_240506-160724,142,1868.17,152
553_240506-160724,143,1874.45,153
553_240506-160724,144,1880.73,154
553_240506-160724,145,1887.0,155
553_240506-160724,146,1893.28,156
553_240506-160724,147,1899.56,157
553_240506-160724,148,1905.83,158
553_240506-160724,149,1912.11,159
553_240506-160724,150,1918.38,160
553_240506-160724,151,1924.66,161
553_240506-160724,152,1930.93,162
553_240506-160724,153,1937.21,163
553_240506-160724,154,1943.48,164
553_240506-160724,155,1949.75,165
553_240506-160724,156,1956.03,166
553_240506-160724,157,1962.3,167
553_240506-160724,158,1968.57,168
553_240506-160724,159,1974.84,169
553_240506-160724,160,1981.11,170
553_240506-160724,161,1987.39,171
553_240506-160724,162,1993.66,172
553_240506-160724,163,1999.93,173
553_240506-160724,164,2006.19,174
553_240506-160724,165,2012.46,175
553_240506-160724,166,2018.73,176
553_240506-160724,167,2025.0,177
553_240506-160724,168,2031.27,178
553_240506-160724,169,2037.54,179
553_240506-160724,170,2043.8,180
553_240506-160724,171,2050.07,181
553_240506-160724,172,2056.34,182
553_240506-160724,173,2062.6,183
553_240506-160724,174,2068.87,184
553_240506-160724,175,2075.13,185
553_240506-160724,176,2081.4,186
553_240506-160724,177,2087.66,187
553_240506-160724,178,2093.93,188
553_240506-160724,179,2100.19,189
553_240506-160724,180,2106.45,190
553_240506-160724,181,2112.71,191
553_240506-160724,182,2118.98,192
553_240506-160724,183,2125.24,193
553_240506-160724,184,2131.5,194
553_240506-160724,185,2137.76,195
553_240506-160724,186,2144.02,196
553_240506-160724,187,2150.28,197
553_240506-160724,188,2156.54,198
553_240506-160724,189,2162.8,199
553_240506-160724,190,2169.06,200
553_240506-160724,191,2175.32,201
553_240506-160724,192,2181.58,202
553_240506-160724,193,2187.83,203
553_240506-160724,194,2194.09,204
553_240506-160724,195,2200.35,205
553_240506-160724,196,2206.6,206
553_240506-160724,197,2212.86,207
553_240506-160724,198,2219.12,208
553_240506-160724,199,2225.37,209
553_240506-160724,200,2231.63,210
553_240506-160724,201,2237.88,211
553_240506-160724,202,2244.13,212
553_240506-160724,203,2250.39,213
553_240506-160724,204,2256.64,214
553_240506-160724,205,2262.89,215
553_240506-160724,206,2269.15,216
553_240506-160724,207,2275.4,217
553_240506-160724,208,2281.65,218
553_240506-160724,209,2287.9,219
553_240506-160724,210,2294.15,220
553_240506-160724,211,2300.4,221
553_240506-160724,212,2306.65,222
553_240506-160724,213,2312.9,223
553_240506-160724,214,2319.15,224
553_240506-160724,215,2325.4,225
553_240506-160724,216,2331.65,226
553_240506-160724,217,2337.9,227
553_240506-160724,218,2344.14,228
553_240506-160724,219,2350.39,229
553_240506-160724,220,2356.64,230
553_240506-160724,221,2362.88,231
553_240506-160724,222,2369.13,232
553_240506-160724,223,2375.37,233
553_240506-160724,224,2381.62,234
553_240506-160724,225,2387.86,235
553_240506-160724,226,2394.11,236
553_240506-160724,227,2400.35,237
553_240506-160724,228,2406.6,238
553_240506-160724,229,2412.84,239
553_240506-160724,230,2419.08,240
553_240506-160724,231,2425.32,241
553_240506-160724,232,2431.57,242
553_240506-160724,233,2437.81,243
553_240506-160724,234,2444.05,244
553_240506-160724,235,2450.29,245
