dataset,band_index_kept,wavelength_nm,orig_band_index
351_1_240506-160920,74,1440.31,84
351_1_240506-160920,75,1446.62,85
351_1_240506-160920,76,1452.92,86
351_1_240506-160920,77,1459.23,87
351_1_240506-160920,78,1465.53,88
351_1_240506-160920,79,1471.83,89
351_1_240506-160920,80,1478.14,90
351_1_240506-160920,81,1484.44,91
351_1_240506-160920,82,1490.74,92
351_1_240506-160920,83,1497.05,93
351_1_240506-160920,84,1503.35,94
351_1_240506-160920,85,1509.65,95
351_1_240506-160920,86,1515.95,96
351_1_240506-160920,87,1522.25,97
351_1_240506-160920,88,1528.55,98
351_1_240506-160920,89,1534.85,99
351_1_240506-160920,90,1541.15,100
351_1_240506-160920,91,1547.45,101
351_1_240506-160920,92,1553.75,102
351_1_240506-160920,93,1560.05,103
351_1_240506-160920,94,1566.35,104
351_1_240506-160920,95,1572.64,105
351_1_240506-160920,96,1578.94,106
351_1_240506-160920,97,1585.24,107
351_1_240506-160920,98,1591.53,108
351_1_240506-160920,99,1597.83,109
351_1_240506-160920,100,1604.13,110
351_1_240506-160920,101,1610.42,111
351_1_240506-160920,102,1616.72,112
351_1_240506-160920,103,1623.01,113
351_1_240506-160920,104,1629.3,114
351_1_240506-160920,105,1635.6,115
351_1_240506-160920,106,1641.89,116
351_1_240506-160920,107,1648.18,117
351_1_240506-160920,108,1654.48,118
351_1_240506-160920,109,1660.77,119
351_1_240506-160920,110,1667.06,120
351_1_240506-160920,111,1673.35,121
351_1_240506-160920,112,1679.64,122
351_1_240506-160920,113,1685.93,123
351_1_240506-160920,114,1692.22,124
351_1_240506-160920,115,1698.51,125
351_1_240506-160920,116,1704.8,126
351_1_240506-160920,117,1711.09,127
351_1_240506-160920,118,1717.38,128
351_1_240506-160920,119,1723.66,129
351_1_240506-160920,120,1729.95,130
351_1_240506-160920,121,1736.24,131
351_1_240506-160920,122,1742.53,132
351_1_240506-160920,123,1748.81,133
351_1_240506-160920,124,1755.1,134
351_1_240506-160920,125,1761.38,135
351_1_240506-160920,126,1767.67,136
351_1_240506-160920,127,1773.95,137
351_1_240506-160920,128,1780.24,138
351_1_240506-160920,129,1786.52,139
351_1_240506-160920,130,1792.8,140
351_1_240506-160920,131,1799.09,141
351_1_240506-160920,132,1805.37,142
351_1_240506-160920,133,1811.65,143
351_1_240506-160920,134,1817.93,144
351_1_240506-160920,135,1824.21,145
351_1_240506-160920,136,1830.5,146
351_1_240506-160920,137,1836.78,147
351_1_240506-160920,138,1843.06,148
351_1_240506-160920,139,1849.34,149
351_1_240506-160920,140,1855.61,150
351_1_240506-160920,141,1861.89,151
351_1_240506-160920,142,1868.17,152
351_1_240506-160920,143,1874.45,153
351_1_240506-160920,144,1880.73,154
351_1_240506-160920,145,1887.0,155
351_1_240506-160920,146,1893.28,156
351_1_240506-160920,147,1899.56,157
351_1_240506-160920,148,1905.83,158
351_1_240506-160920,149,1912.11,159
351_1_240506-160920,150,1918.38,160
351_1_240506-160920,151,1924.66,161
351_1_240506-160920,152,1930.93,162
351_1_240506-160920,153,1937.21,163
351_1_240506-160920,154,1943.48,164
351_1_240506-160920,155,1949.75,165
351_1_240506-160920,156,1956.03,166
351_1_240506-160920,157,1962.3,167
351_1_240506-160920,158,1968.57,168
351_1_240506-160920,159,1974.84,169
351_1_240506-160920,160,1981.11,170
351_1_240506-160920,161,1987.39,171
351_1_240506-160920,162,1993.66,172
351_1_240506-160920,163,1999.93,173
351_1_240506-160920,164,2006.19,174
351_1_240506-160920,165,2012.46,175
351_1_240506-160920,166,2018.73,176
351_1_240506-160920,167,2025.0,177
351_1_240506-160920,168,2031.27,178
351_1_240506-160920,169,2037.54,179
351_1_240506-160920,170,2043.8,180
351_1_240506-160920,171,2050.07,181
351_1_240506-160920,172,2056.34,182
351_1_240506-160920,173,2062.6,183
351_1_240506-160920,174,2068.87,184
351_1_240506-160920,175,2075.13,185
351_1_240506-160920,176,2081.4,186
351_1_240506-160920,177,2087.66,187
351_1_240506-160920,178,2093.93,188
351_1_240506-160920,179,2100.19,189
351_1_240506-160920,180,2106.45,190
351_1_240506-160920,181,2112.71,191
351_1_240506-160920,182,2118.98,192
351_1_240506-160920,183,2125.24,193
351_1_240506-160920,184,2131.5,194
351_1_240506-160920,185,2137.76,195
351_1_240506-160920,186,2144.02,196
351_1_240506-160920,187,2150.28,197
351_1_240506-160920,188,2156.54,198
351_1_240506-160920,189,2162.8,199
351_1_240506-160920,190,2169.06,200
351_1_240506-160920,191,2175.32,201
351_1_240506-160920,192,2181.58,202
351_1_240506-160920,193,2187.83,203
351_1_240506-160920,194,2194.09,204
351_1_240506-160920,195,2200.35,205
351_1_240506-160920,196,2206.6,206
351_1_240506-160920,197,2212.86,207
351_1_240506-160920,198,2219.12,208
351_1_240506-160920,199,2225.37,209
351_1_240506-160920,200,2231.63,210
351_1_240506-160920,201,2237.88,211
351_1_240506-160920,202,2244.13,212
351_1_240506-160920,203,2250.39,213
351_1_240506-160920,204,2256.64,214
351_1_240506-160920,205,2262.89,215
351_1_240506-160920,206,2269.15,216
351_1_240506-160920,207,2275.4,217
351_1_240506-160920,208,2281.65,218
351_1_240506-160920,209,2287.9,219
351_1_240506-160920,210,2294.15,220
351_1_240506-160920,211,2300.4,221
351_1_240506-160920,212,2306.65,222
351_1_240506-160920,213,2312.9,223
351_1_240506-160920,214,2319.15,224
351_1_240506-160920,215,2325.4,225
351_1_240506-160920,216,2331.65,226
351_1_240506-160920,217,2337.9,227
351_1_240506-160920,218,2344.14,228
351_1_240506-160920,219,2350.39,229
351_1_240506-160920,220,2356.64,230
351_1_240506-160920,221,2362.88,231
351_1_240506-160920,222,2369.13,232
351_1_240506-160920,223,2375.37,233
351_1_240506-160920,224,2381.62,234
351_1_240506-160920,225,2387.86,235
351_1_240506-160920,226,2394.11,236
351_1_240506-160920,227,2400.35,237
351_1_240506-160920,228,2406.6,238
351_1_240506-160920,229,2412.84,239
351_1_240506-160920,230,2419.08,240
351_1_240506-160920,231,2425.32,241
351_1_240506-160920,232,2431.57,242
351_1_240506-160920,233,2437.81,243
351_1_240506-160920,234,2444.05,244
351_1_240506-160920,235,2450.29,245
