dataset,band_index_kept,wavelength_nm,orig_band_index
503B_240506-160006,0,972.55,10
503B_240506-160006,1,978.89,11
503B_240506-160006,2,985.23,12
503B_240506-160006,3,991.56,13
503B_240506-160006,4,997.9,14
503B_240506-160006,5,1004.23,15
503B_240506-160006,6,1010.56,16
503B_240506-160006,7,1016.9,17
503B_240506-160006,8,1023.23,18
503B_240506-160006,9,1029.56,19
503B_240506-160006,10,1035.9,20
503B_240506-160006,11,1042.23,21
503B_240506-160006,12,1048.56,22
503B_240506-160006,13,1054.89,23
503B_240506-160006,14,1061.22,24
503B_240506-160006,15,1067.55,25
503B_240506-160006,16,1073.88,26
503B_240506-160006,17,1080.21,27
503B_240506-160006,18,1086.54,28
503B_240506-160006,19,1092.87,29
503B_240506-160006,20,1099.19,30
503B_240506-160006,21,1105.52,31
503B_240506-160006,22,1111.85,32
503B_240506-160006,23,1118.18,33
503B_240506-160006,24,1124.5,34
503B_240506-160006,25,1130.83,35
503B_240506-160006,26,1137.16,36
503B_240506-160006,27,1143.48,37
503B_240506-160006,28,1149.81,38
503B_240506-160006,29,1156.13,39
503B_240506-160006,30,1162.45,40
503B_240506-160006,31,1168.78,41
503B_240506-160006,32,1175.1,42
503B_240506-160006,33,1181.42,43
503B_240506-160006,34,1187.75,44
503B_240506-160006,35,1194.07,45
503B_240506-160006,36,1200.39,46
503B_240506-160006,37,1206.71,47
503B_240506-160006,38,1213.03,48
503B_240506-160006,39,1219.35,49
503B_240506-160006,40,1225.67,50
503B_240506-160006,41,1231.99,51
503B_240506-160006,42,1238.31,52
503B_240506-160006,43,1244.63,53
503B_240506-160006,44,1250.95,54
503B_240506-160006,45,1257.27,55
503B_240506-160006,46,1263.58,56
503B_240506-160006,47,1269.9,57
503B_240506-160006,48,1276.22,58
503B_240506-160006,49,1282.53,59
503B_240506-160006,50,1288.85,60
503B_240506-160006,51,1295.17,61
503B_240506-160006,52,1301.48,62
503B_240506-160006,53,1307.79,63
503B_240506-160006,54,1314.11,64
503B_240506-160006,55,1320.42,65
503B_240506-160006,56,1326.74,66
503B_240506-160006,57,1333.05,67
503B_240506-160006,58,1339.36,68
503B_240506-160006,59,1345.67,69
503B_240506-160006,60,1351.99,70
503B_240506-160006,61,1358.3,71
503B_240506-160006,62,1364.61,72
503B_240506-160006,63,1370.92,73
503B_240506-160006,64,1377.23,74
503B_240506-160006,65,1383.54,75
503B_240506-160006,66,1389.85,76
503B_240506-160006,67,1396.16,77
503B_240506-160006,68,1402.47,78
503B_240506-160006,69,1408.77,79
503B_240506-160006,70,1415.08,80
503B_240506-160006,71,1421.39,81
503B_240506-160006,72,1427.7,82
503B_240506-160006,73,1434.0,83
503B_240506-160006,74,1440.31,84
503B_240506-160006,75,1446.62,85
503B_240506-160006,76,1452.92,86
503B_240506-160006,77,1459.23,87
503B_240506-160006,78,1465.53,88
503B_240506-160006,79,1471.83,89
503B_240506-160006,80,1478.14,90
503B_240506-160006,81,1484.44,91
503B_240506-160006,82,1490.74,92
503B_240506-160006,83,1497.05,93
503B_240506-160006,84,1503.35,94
503B_240506-160006,85,1509.65,95
503B_240506-160006,86,1515.95,96
503B_240506-160006,87,1522.25,97
503B_240506-160006,88,1528.55,98
503B_240506-160006,89,1534.85,99
503B_240506-160006,90,1541.15,100
503B_240506-160006,91,1547.45,101
503B_240506-160006,92,1553.75,102
503B_240506-160006,93,1560.05,103
503B_240506-160006,94,1566.35,104
503B_240506-160006,95,1572.64,105
503B_240506-160006,96,1578.94,106
