dataset,band_index_kept,wavelength_nm,orig_band_index
3491B_240506-155911,59,1345.67,69
3491B_240506-155911,60,1351.99,70
3491B_240506-155911,61,1358.3,71
3491B_240506-155911,62,1364.61,72
3491B_240506-155911,63,1370.92,73
3491B_240506-155911,64,1377.23,74
3491B_240506-155911,65,1383.54,75
3491B_240506-155911,66,1389.85,76
3491B_240506-155911,67,1396.16,77
3491B_240506-155911,68,1402.47,78
3491B_240506-155911,69,1408.77,79
3491B_240506-155911,70,1415.08,80
3491B_240506-155911,71,1421.39,81
3491B_240506-155911,72,1427.7,82
3491B_240506-155911,73,1434.0,83
3491B_240506-155911,74,1440.31,84
3491B_240506-155911,75,1446.62,85
3491B_240506-155911,76,1452.92,86
3491B_240506-155911,77,1459.23,87
3491B_240506-155911,78,1465.53,88
3491B_240506-155911,79,1471.83,89
3491B_240506-155911,80,1478.14,90
3491B_240506-155911,81,1484.44,91
3491B_240506-155911,82,1490.74,92
3491B_240506-155911,83,1497.05,93
3491B_240506-155911,84,1503.35,94
3491B_240506-155911,85,1509.65,95
3491B_240506-155911,86,1515.95,96
3491B_240506-155911,87,1522.25,97
3491B_240506-155911,88,1528.55,98
3491B_240506-155911,89,1534.85,99
3491B_240506-155911,90,1541.15,100
3491B_240506-155911,91,1547.45,101
3491B_240506-155911,92,1553.75,102
3491B_240506-155911,93,1560.05,103
3491B_240506-155911,94,1566.35,104
3491B_240506-155911,95,1572.64,105
3491B_240506-155911,96,1578.94,106
3491B_240506-155911,97,1585.24,107
3491B_240506-155911,98,1591.53,108
3491B_240506-155911,99,1597.83,109
3491B_240506-155911,100,1604.13,110
3491B_240506-155911,101,1610.42,111
3491B_240506-155911,102,1616.72,112
3491B_240506-155911,103,1623.01,113
3491B_240506-155911,104,1629.3,114
3491B_240506-155911,105,1635.6,115
3491B_240506-155911,106,1641.89,116
3491B_240506-155911,107,1648.18,117
3491B_240506-155911,108,1654.48,118
3491B_240506-155911,109,1660.77,119
3491B_240506-155911,110,1667.06,120
3491B_240506-155911,111,1673.35,121
3491B_240506-155911,112,1679.64,122
3491B_240506-155911,113,1685.93,123
3491B_240506-155911,114,1692.22,124
3491B_240506-155911,115,1698.51,125
3491B_240506-155911,116,1704.8,126
3491B_240506-155911,117,1711.09,127
3491B_240506-155911,118,1717.38,128
3491B_240506-155911,119,1723.66,129
3491B_240506-155911,120,1729.95,130
3491B_240506-155911,121,1736.24,131
3491B_240506-155911,122,1742.53,132
3491B_240506-155911,123,1748.81,133
3491B_240506-155911,124,1755.1,134
3491B_240506-155911,125,1761.38,135
3491B_240506-155911,126,1767.67,136
3491B_240506-155911,127,1773.95,137
3491B_240506-155911,128,1780.24,138
3491B_240506-155911,129,1786.52,139
3491B_240506-155911,130,1792.8,140
3491B_240506-155911,131,1799.09,141
3491B_240506-155911,132,1805.37,142
3491B_240506-155911,133,1811.65,143
3491B_240506-155911,134,1817.93,144
3491B_240506-155911,135,1824.21,145
3491B_240506-155911,136,1830.5,146
3491B_240506-155911,137,1836.78,147
3491B_240506-155911,138,1843.06,148
3491B_240506-155911,139,1849.34,149
3491B_240506-155911,140,1855.61,150
3491B_240506-155911,141,1861.89,151
3491B_240506-155911,142,1868.17,152
3491B_240506-155911,143,1874.45,153
3491B_240506-155911,144,1880.73,154
3491B_240506-155911,145,1887.0,155
3491B_240506-155911,146,1893.28,156
3491B_240506-155911,147,1899.56,157
3491B_240506-155911,148,1905.83,158
3491B_240506-155911,149,1912.11,159
3491B_240506-155911,150,1918.38,160
3491B_240506-155911,151,1924.66,161
3491B_240506-155911,152,1930.93,162
3491B_240506-155911,153,1937.21,163
3491B_240506-155911,154,1943.48,164
3491B_240506-155911,155,1949.75,165
3491B_240506-155911,156,1956.03,166
3491B_240506-155911,157,1962.3,167
3491B_240506-155911,158,1968.57,168
3491B_240506-155911,159,1974.84,169
3491B_240506-155911,160,1981.11,170
3491B_240506-155911,161,1987.39,171
3491B_240506-155911,162,1993.66,172
3491B_240506-155911,163,1999.93,173
3491B_240506-155911,164,2006.19,174
3491B_240506-155911,165,2012.46,175
3491B_240506-155911,166,2018.73,176
3491B_240506-155911,167,2025.0,177
3491B_240506-155911,168,2031.27,178
3491B_240506-155911,169,2037.54,179
3491B_240506-155911,170,2043.8,180
3491B_240506-155911,171,2050.07,181
3491B_240506-155911,172,2056.34,182
3491B_240506-155911,173,2062.6,183
3491B_240506-155911,174,2068.87,184
3491B_240506-155911,175,2075.13,185
3491B_240506-155911,176,2081.4,186
3491B_240506-155911,177,2087.66,187
3491B_240506-155911,178,2093.93,188
3491B_240506-155911,179,2100.19,189
3491B_240506-155911,180,2106.45,190
3491B_240506-155911,181,2112.71,191
3491B_240506-155911,182,2118.98,192
3491B_240506-155911,183,2125.24,193
3491B_240506-155911,184,2131.5,194
3491B_240506-155911,185,2137.76,195
3491B_240506-155911,186,2144.02,196
3491B_240506-155911,187,2150.28,197
3491B_240506-155911,188,2156.54,198
3491B_240506-155911,189,2162.8,199
3491B_240506-155911,190,2169.06,200
3491B_240506-155911,191,2175.32,201
3491B_240506-155911,192,2181.58,202
3491B_240506-155911,193,2187.83,203
3491B_240506-155911,194,2194.09,204
3491B_240506-155911,195,2200.35,205
3491B_240506-155911,196,2206.6,206
3491B_240506-155911,197,2212.86,207
3491B_240506-155911,198,2219.12,208
3491B_240506-155911,199,2225.37,209
3491B_240506-155911,200,2231.63,210
3491B_240506-155911,201,2237.88,211
3491B_240506-155911,202,2244.13,212
3491B_240506-155911,203,2250.39,213
3491B_240506-155911,204,2256.64,214
3491B_240506-155911,205,2262.89,215
3491B_240506-155911,206,2269.15,216
3491B_240506-155911,207,2275.4,217
3491B_240506-155911,208,2281.65,218
3491B_240506-155911,209,2287.9,219
3491B_240506-155911,210,2294.15,220
3491B_240506-155911,211,2300.4,221
3491B_240506-155911,212,2306.65,222
3491B_240506-155911,213,2312.9,223
3491B_240506-155911,214,2319.15,224
3491B_240506-155911,215,2325.4,225
3491B_240506-155911,216,2331.65,226
3491B_240506-155911,217,2337.9,227
3491B_240506-155911,218,2344.14,228
3491B_240506-155911,219,2350.39,229
3491B_240506-155911,220,2356.64,230
3491B_240506-155911,221,2362.88,231
3491B_240506-155911,222,2369.13,232
3491B_240506-155911,223,2375.37,233
3491B_240506-155911,224,2381.62,234
3491B_240506-155911,225,2387.86,235
3491B_240506-155911,226,2394.11,236
3491B_240506-155911,227,2400.35,237
3491B_240506-155911,228,2406.6,238
3491B_240506-155911,229,2412.84,239
3491B_240506-155911,230,2419.08,240
3491B_240506-155911,231,2425.32,241
3491B_240506-155911,232,2431.57,242
3491B_240506-155911,233,2437.81,243
3491B_240506-155911,234,2444.05,244
3491B_240506-155911,235,2450.29,245
