epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,1291.87,0.12474,0.14109,0.89498,0.811,1,0.9823,0.72529,1.43618,0.99764,2.3479,0.000922008,0.000922008,0.000922008
187,1299.06,0.12632,0.14925,0.91397,0.94024,1,0.98115,0.89022,0.86792,0.84074,1.82872,0.000921187,0.000921187,0.000921187
188,1306.29,0.12197,0.13081,0.90004,0.98184,1,0.98754,0.8079,0.91368,0.68043,1.98865,0.000920362,0.000920362,0.000920362
189,1313.69,0.12586,0.13272,0.90283,0.99156,0.99519,0.99359,0.56579,1.22756,1.00778,1.99348,0.000919533,0.000919533,0.000919533
190,1320.9,0.12565,0.13691,0.90504,0.97724,0.99576,0.98104,0.55475,1.36713,0.9893,2.00771,0.0009187,0.0009187,0.0009187
191,1328.02,0.13661,0.14648,0.89384,0.99081,1,0.99383,0.85941,0.87889,0.50315,1.8496,0.000917863,0.000917863,0.000917863
192,1335.3,0.13224,0.14084,0.91534,0.99738,1,0.995,0.90477,0.55959,0.27743,1.79899,0.000917023,0.000917023,0.000917023
193,1342.44,0.12157,0.13262,0.90225,1,0.99923,0.995,0.84029,0.70012,0.49622,2.10211,0.000916178,0.000916178,0.000916178
194,1349.52,0.11721,0.1221,0.90313,0.99919,0.94915,0.94861,0.71709,1.09615,0.41169,3.05404,0.00091533,0.00091533,0.00091533
195,1356.67,0.1224,0.13153,0.89991,0.99891,1,0.995,0.83586,0.86786,0.34354,2.47265,0.000914477,0.000914477,0.000914477
196,1431.8,0.11549,0.13698,0.90458,0.99453,1,0.99462,0.83651,0.73738,0.34556,2.09487,0.000913621,0.000913621,0.000913621
197,1371.27,0.12387,0.12849,0.8896,0.97091,0.98997,0.99273,0.86493,0.57655,0.43575,1.67365,0.000912761,0.000912761,0.000912761
198,1378.5,0.12258,0.13604,0.89652,0.96943,0.99153,0.99407,0.9062,0.56264,0.3921,1.64167,0.000911897,0.000911897,0.000911897
199,1385.63,0.13148,0.13567,0.90199,0.97495,0.98967,0.99385,0.90662,0.68327,0.44422,1.76858,0.00091103,0.00091103,0.00091103
200,1392.86,0.12762,0.13922,0.89333,0.99525,1,0.99466,0.91384,0.64984,0.40101,1.77909,0.000910158,0.000910158,0.000910158
201,1400.37,0.12094,0.12444,0.89236,0.99953,0.88559,0.89927,0.80918,0.56489,0.3111,1.69783,0.000909283,0.000909283,0.000909283
202,1407.58,0.12722,0.13462,0.9058,0.99953,1,0.995,0.9176,0.57448,0.28805,1.72045,0.000908404,0.000908404,0.000908404
203,1414.84,0.12456,0.13597,0.90355,0.99944,0.91949,0.937,0.8678,0.5369,0.25933,1.66751,0.000907521,0.000907521,0.000907521
204,1421.99,0.11733,0.12497,0.90974,0.99887,1,0.995,0.93621,0.48446,0.24286,1.61427,0.000906635,0.000906635,0.000906635
205,1429.36,0.11504,0.12786,0.88338,0.98942,0.9322,0.95095,0.90755,0.38034,0.19752,1.5023,0.000905744,0.000905744,0.000905744
206,1436.55,0.1134,0.12395,0.88375,0.99429,1,0.99492,0.93856,0.42503,0.25511,1.49227,0.00090485,0.00090485,0.00090485
207,1511.93,0.12091,0.1286,0.89253,0.98481,1,0.99341,0.90303,0.68859,0.50319,1.75943,0.000903952,0.000903952,0.000903952
208,1451.14,0.11689,0.12897,0.89868,0.99367,1,0.995,0.77753,1.0938,0.60845,2.46575,0.000903051,0.000903051,0.000903051
209,1458.2,0.12437,0.13225,0.90257,0.99771,1,0.995,0.78923,0.9001,0.51334,2.39955,0.000902145,0.000902145,0.000902145
210,1465.3,0.11868,0.13493,0.90449,0.99735,1,0.995,0.79366,0.99807,0.53968,2.70188,0.000901236,0.000901236,0.000901236
211,1472.39,0.12337,0.1301,0.89327,0.99734,1,0.995,0.77683,1.04587,0.5822,2.68452,0.000900324,0.000900324,0.000900324
212,1479.48,0.12571,0.13939,0.9057,0.99782,1,0.995,0.76928,0.98219,0.79837,2.43071,0.000899407,0.000899407,0.000899407
213,1486.83,0.12266,0.12817,0.90355,0.99487,1,0.995,0.75372,1.13087,0.397,2.93113,0.000898487,0.000898487,0.000898487
214,1493.73,0.11797,0.12497,0.9079,0.97289,1,0.99363,0.74569,1.14187,0.46298,2.95656,0.000897563,0.000897563,0.000897563
215,1500.81,0.12155,0.12974,0.89992,0.97554,0.84513,0.93519,0.70005,1.26189,0.82424,2.92579,0.000896636,0.000896636,0.000896636
216,1507.92,0.12024,0.13205,0.90197,0.97486,0.98573,0.99298,0.80636,0.82986,0.52502,2.0171,0.000895704,0.000895704,0.000895704
217,1514.97,0.12749,0.12772,0.90469,0.99507,0.90254,0.91149,0.73686,0.5966,0.36526,1.92695,0.00089477,0.00089477,0.00089477
218,1522.06,0.11999,0.13857,0.89888,0.99865,1,0.995,0.80042,0.72595,0.38932,2.05021,0.000893831,0.000893831,0.000893831
219,1597.01,0.12494,0.13452,0.8919,0.98726,1,0.99403,0.79015,0.89108,0.45289,2.32845,0.000892889,0.000892889,0.000892889
220,1536.22,0.11692,0.13631,0.88371,0.98993,1,0.99069,0.74128,1.01891,0.66757,2.66601,0.000891943,0.000891943,0.000891943
221,1543.35,0.12815,0.13441,0.90722,0.97972,1,0.98774,0.72654,1.06991,0.83449,2.62974,0.000890994,0.000890994,0.000890994
222,1550.4,0.11519,0.12785,0.8978,0.99406,1,0.99154,0.75408,0.89623,0.60803,2.22677,0.000890041,0.000890041,0.000890041
223,1557.47,0.11859,0.13139,0.90798,0.9568,0.93848,0.97529,0.7429,0.88195,0.67061,2.0023,0.000889084,0.000889084,0.000889084
224,1564.56,0.11481,0.12273,0.88999,0.81789,0.92373,0.89472,0.46473,1.24224,1.21424,2.37843,0.000888124,0.000888124,0.000888124
225,1571.8,0.11264,0.13393,0.89123,0.88671,0.92797,0.9555,0.51988,1.36398,0.99648,2.30719,0.00088716,0.00088716,0.00088716
226,1578.98,0.11382,0.13001,0.89333,0.84238,0.9322,0.94294,0.568,1.25656,0.8438,2.17489,0.000886193,0.000886193,0.000886193
227,1586.14,0.11399,0.13786,0.89651,0.85118,0.7161,0.82833,0.65765,0.98351,1.11673,1.83192,0.000885222,0.000885222,0.000885222
228,1593.47,0.11067,0.12588,0.89127,0.98504,0.83051,0.87875,0.81772,0.6097,1.3794,1.49243,0.000884247,0.000884247,0.000884247
229,1600.78,0.11781,0.1339,0.90399,0.99522,1,0.99416,0.93062,0.49974,0.27453,1.66772,0.000883269,0.000883269,0.000883269
230,1607.83,0.10902,0.12043,0.88857,0.99095,1,0.99373,0.91985,0.55226,0.29084,1.64964,0.000882288,0.000882288,0.000882288
231,1614.98,0.11949,0.13879,0.90519,0.98266,0.99576,0.99242,0.91215,0.54274,0.26447,1.58361,0.000881303,0.000881303,0.000881303
232,1622.05,0.11128,0.12652,0.90022,0.97963,0.85169,0.90724,0.82561,0.70271,0.70436,1.63206,0.000880314,0.000880314,0.000880314
233,1697.32,0.11601,0.12849,0.89753,0.96977,0.75,0.76423,0.64766,0.9712,2.10985,1.62913,0.000879322,0.000879322,0.000879322
234,1636.64,0.11648,0.12718,0.91824,0.21391,0.53814,0.23558,0.13844,1.3359,3.45978,1.67677,0.000878326,0.000878326,0.000878326
235,1643.79,0.11327,0.12129,0.8886,0.18841,0.0678,0.07066,0.03463,2.08099,5.3636,2.34355,0.000877327,0.000877327,0.000877327
236,1651.09,0.10887,0.12358,0.89615,0.45996,0.58475,0.40014,0.15075,1.95701,3.87551,2.41654,0.000876325,0.000876325,0.000876325
237,1658.35,0.10337,0.11797,0.89354,0.49514,0.73556,0.49255,0.10346,3.15341,3.10229,3.98736,0.000875319,0.000875319,0.000875319
238,1665.62,0.12031,0.13296,0.89415,0.49622,0.72621,0.68389,0.15635,3.20988,2.54497,3.96521,0.000874309,0.000874309,0.000874309
239,1672.78,0.12131,0.13604,0.9122,0.44048,0.69492,0.42811,0.17959,1.71936,2.77518,2.45703,0.000873296,0.000873296,0.000873296
240,1679.97,0.12146,0.12968,0.90387,0.95837,0.78033,0.87125,0.73177,0.79423,1.28296,2.05275,0.00087228,0.00087228,0.00087228
241,1687.24,0.12905,0.13771,0.91032,0.94368,0.85198,0.95355,0.74753,0.91603,0.87333,2.19423,0.00087126,0.00087126,0.00087126
242,1694.38,0.12085,0.12739,0.89397,0.95443,0.75,0.87081,0.66932,1.06691,1.15571,2.56675,0.000870237,0.000870237,0.000870237
243,1701.68,0.13494,0.13026,0.89662,0.94177,0.9594,0.98749,0.82174,0.75097,0.54432,1.88647,0.00086921,0.00086921,0.00086921
244,1708.89,0.11575,0.13152,0.89828,0.98677,1,0.99319,0.85498,0.65849,0.36281,1.79857,0.00086818,0.00086818,0.00086818
245,1716.17,0.12052,0.13589,0.89566,0.97055,1,0.98698,0.85405,0.69491,0.37446,1.76822,0.000867147,0.000867147,0.000867147
246,1723.36,0.12724,0.14038,0.89274,0.96009,1,0.98925,0.88882,0.61915,0.41552,1.66737,0.00086611,0.00086611,0.00086611
247,1730.64,0.12215,0.1262,0.88792,0.96296,0.99158,0.98849,0.9122,0.51617,0.46883,1.56262,0.00086507,0.00086507,0.00086507
248,1737.75,0.10824,0.12148,0.89248,0.95483,0.98533,0.98879,0.91229,0.48001,0.48079,1.52252,0.000864026,0.000864026,0.000864026
249,1745.07,0.10572,0.12518,0.8811,0.90605,0.89905,0.97731,0.88437,0.66626,0.70394,1.52992,0.000862979,0.000862979,0.000862979
250,1752.27,0.11234,0.12739,0.89704,0.95414,0.96982,0.98868,0.86196,0.78484,0.64023,1.6907,0.000861929,0.000861929,0.000861929
251,1759.35,0.10594,0.11951,0.88702,0.98958,1,0.99415,0.81259,0.807,0.50432,1.77887,0.000860876,0.000860876,0.000860876
252,1766.53,0.10394,0.11371,0.89493,0.9861,0.90205,0.99229,0.86752,0.664,0.58715,1.5079,0.000859819,0.000859819,0.000859819
253,1773.77,0.10507,0.12248,0.88648,0.944,1,0.99273,0.92488,0.67337,0.69827,1.41789,0.000858759,0.000858759,0.000858759
254,1780.87,0.1075,0.11633,0.91286,0.99686,0.82203,0.9875,0.87401,0.78386,0.79119,1.46591,0.000857695,0.000857695,0.000857695
255,1788.13,0.10705,0.11796,0.8887,0.99084,0.99576,0.99458,0.86732,0.77517,0.52473,1.65056,0.000856629,0.000856629,0.000856629
256,1795.25,0.11045,0.12326,0.90274,0.99968,0.88559,0.9026,0.75353,0.89399,0.35846,2.08232,0.000855559,0.000855559,0.000855559
257,1802.44,0.1135,0.13047,0.8773,0.99938,1,0.995,0.79237,0.9086,0.39102,2.11185,0.000854485,0.000854485,0.000854485
258,1809.87,0.09879,0.11482,0.90111,0.99126,1,0.99403,0.7534,1.08961,0.41625,2.4731,0.000853409,0.000853409,0.000853409
259,1816.56,0.10714,0.12409,0.89096,0.99976,1,0.995,0.7521,1.06484,0.41833,2.71266,0.000852329,0.000852329,0.000852329
260,1824.04,0.10454,0.11898,0.90523,0.99942,1,0.995,0.84086,0.93039,0.43147,2.37702,0.000851246,0.000851246,0.000851246
261,1831.25,0.10387,0.12213,0.89357,0.99461,0.99576,0.995,0.77851,0.92412,0.39309,2.42876,0.00085016,0.00085016,0.00085016
262,1838.33,0.10882,0.12989,0.89386,1,0.99927,0.995,0.83657,0.84267,0.31633,2.28593,0.00084907,0.00084907,0.00084907
263,1845.34,0.10904,0.12437,0.88608,0.99156,0.99534,0.99311,0.83777,0.74306,0.36343,2.02018,0.000847978,0.000847978,0.000847978
264,1852.48,0.10839,0.12098,0.89266,0.99156,0.99614,0.99089,0.87139,0.5898,0.39758,1.7634,0.000846882,0.000846882,0.000846882
265,1859.53,0.11547,0.12327,0.87881,0.98651,0.99576,0.9893,0.8932,0.65433,0.45432,1.76211,0.000845783,0.000845783,0.000845783
266,1866.57,0.11087,0.12199,0.90072,0.99156,0.99537,0.9896,0.83658,0.73795,0.43496,1.88746,0.000844681,0.000844681,0.000844681
267,1873.6,0.12656,0.13372,0.91851,0.99112,0.99576,0.99063,0.83893,0.79729,0.47496,1.94723,0.000843576,0.000843576,0.000843576
268,1880.68,0.10821,0.12926,0.9015,0.99118,1,0.99082,0.87976,0.80209,0.53416,1.78959,0.000842467,0.000842467,0.000842467
269,1887.78,0.111,0.12464,0.88971,0.97468,1,0.989,0.86884,0.7861,0.5786,1.77827,0.000841356,0.000841356,0.000841356
270,1962.65,0.10708,0.12647,0.89141,0.97882,1,0.98869,0.8451,0.73771,0.50459,1.77233,0.000840241,0.000840241,0.000840241
271,1901.99,0.10658,0.11673,0.90022,0.98655,0.99576,0.98935,0.8513,0.68692,0.44056,1.76172,0.000839123,0.000839123,0.000839123
272,1909.08,0.10725,0.12965,0.90037,0.98638,0.99153,0.99326,0.85669,0.78753,0.42993,2.04818,0.000838002,0.000838002,0.000838002
273,1916.24,0.11861,0.13597,0.89591,0.99118,1,0.99335,0.83761,0.90703,0.37593,2.05872,0.000836878,0.000836878,0.000836878
274,1923.4,0.10778,0.12223,0.89832,0.99486,1,0.9942,0.78368,1.03036,0.39938,2.17162,0.000835751,0.000835751,0.000835751
275,1930.58,0.11466,0.12332,0.87423,0.9883,1,0.99384,0.78553,0.98459,0.46162,2.17521,0.000834621,0.000834621,0.000834621
276,1937.74,0.0996,0.11367,0.88471,0.96982,0.99576,0.99333,0.79548,0.96111,0.46046,2.13566,0.000833488,0.000833488,0.000833488
277,2012.79,0.10521,0.11981,0.88032,0.97856,0.99576,0.99396,0.79212,0.96656,0.45022,2.09006,0.000832352,0.000832352,0.000832352
278,1951.96,0.10496,0.11767,0.89291,0.99119,1,0.99487,0.747,1.18498,0.4698,2.2982,0.000831212,0.000831212,0.000831212
279,1959.23,0.11325,0.11539,0.89364,0.99415,1,0.995,0.73228,1.3498,0.52889,2.43953,0.00083007,0.00083007,0.00083007
280,1966.55,0.10446,0.11963,0.90357,0.99028,1,0.99483,0.88466,0.6409,0.33565,1.55727,0.000828925,0.000828925,0.000828925
281,1973.81,0.1073,0.12235,0.89933,0.96714,0.99773,0.99314,0.82171,0.82975,0.43415,1.69965,0.000827776,0.000827776,0.000827776
282,1981.07,0.10283,0.11832,0.89561,0.99674,0.99153,0.995,0.82945,0.86236,0.63567,2.08609,0.000826625,0.000826625,0.000826625
283,1988.29,0.10976,0.11402,0.89059,0.99832,1,0.995,0.82352,0.93018,0.82981,2.14489,0.000825471,0.000825471,0.000825471
284,1995.68,0.10526,0.11842,0.91353,1,0.99406,0.995,0.9148,0.61823,0.42082,1.62036,0.000824314,0.000824314,0.000824314
285,2002.94,0.10823,0.12189,0.89707,0.9995,1,0.995,0.87567,0.74192,0.53874,1.8681,0.000823153,0.000823153,0.000823153
286,2077.95,0.10509,0.12011,0.88755,0.99847,1,0.995,0.77911,0.88632,0.54977,2.10919,0.00082199,0.00082199,0.00082199
287,2017.4,0.10714,0.1226,0.89132,0.98866,1,0.99449,0.77738,0.85496,0.52779,2.0927,0.000820824,0.000820824,0.000820824
288,2024.62,0.09886,0.11318,0.88664,0.97813,1,0.99231,0.84552,0.67881,0.38535,1.84632,0.000819655,0.000819655,0.000819655
289,2031.88,0.1003,0.11269,0.89113,0.98195,1,0.9896,0.91117,0.5246,0.32251,1.63248,0.000818483,0.000818483,0.000818483
290,2039.2,0.10256,0.1186,0.8956,0.97417,0.99576,0.9886,0.9183,0.47242,0.34493,1.58874,0.000817309,0.000817309,0.000817309
291,2046.61,0.10222,0.11345,0.88126,0.97675,0.90254,0.96439,0.84122,0.65801,0.50013,1.80301,0.000816131,0.000816131,0.000816131
292,2053.91,0.10288,0.10964,0.90688,0.97583,0.85524,0.90654,0.77624,0.80484,0.76697,1.9601,0.00081495,0.00081495,0.00081495
293,2061.25,0.10346,0.10836,0.89374,0.97505,0.84746,0.91396,0.74674,0.93571,0.77962,2.31305,0.000813767,0.000813767,0.000813767
294,2068.34,0.10811,0.11657,0.88908,0.97601,0.86185,0.95897,0.76077,0.96737,0.6422,2.42919,0.000812581,0.000812581,0.000812581
295,2075.53,0.10163,0.11292,0.88736,0.99012,0.84947,0.96584,0.74648,1.07212,0.59887,2.53821,0.000811392,0.000811392,0.000811392
296,2082.7,0.1038,0.11242,0.87928,0.97994,0.82801,0.94785,0.72767,1.1262,0.64847,2.28524,0.0008102,0.0008102,0.0008102
297,2089.98,0.10512,0.10971,0.89524,0.97638,0.7839,0.87063,0.69679,1.29317,0.97637,2.23901,0.000809005,0.000809005,0.000809005
298,2097.16,0.11655,0.11842,0.8992,0.97926,0.80012,0.87239,0.69147,1.24283,0.89133,2.27047,0.000807807,0.000807807,0.000807807
299,2104.26,0.10088,0.11341,0.89598,0.95707,0.80932,0.86033,0.7272,1.05825,0.77154,1.97542,0.000806607,0.000806607,0.000806607
300,2111.56,0.11268,0.12237,0.89218,0.98972,0.81616,0.89765,0.70959,1.12062,0.68779,2.23133,0.000805404,0.000805404,0.000805404
301,2118.76,0.1073,0.11787,0.89322,0.98468,0.82627,0.89953,0.69057,1.22963,0.61309,2.73975,0.000804198,0.000804198,0.000804198
302,2125.83,0.10167,0.10798,0.90154,0.98989,0.83013,0.92493,0.70025,1.26754,0.66987,3.0132,0.000802989,0.000802989,0.000802989
303,2133.04,0.10585,0.12678,0.8954,0.98871,0.83898,0.91131,0.6937,1.31795,0.75856,2.97843,0.000801778,0.000801778,0.000801778
304,2140.32,0.1185,0.12592,0.8978,0.98319,0.82203,0.88364,0.68474,1.29178,0.79635,2.93705,0.000800564,0.000800564,0.000800564
305,2147.42,0.09943,0.11846,0.89448,0.96981,0.81678,0.88257,0.67322,1.31348,0.82599,2.65865,0.000799347,0.000799347,0.000799347
306,2154.64,0.10584,0.12667,0.88832,0.96683,0.83898,0.92187,0.70014,1.18435,0.72755,2.31029,0.000798127,0.000798127,0.000798127
