dataset,band_index_kept,wavelength_nm,orig_band_index
548A_240506-160359,0,972.55,10
548A_240506-160359,1,978.89,11
548A_240506-160359,2,985.23,12
548A_240506-160359,3,991.56,13
548A_240506-160359,4,997.9,14
548A_240506-160359,5,1004.23,15
548A_240506-160359,6,1010.56,16
548A_240506-160359,7,1016.9,17
548A_240506-160359,8,1023.23,18
548A_240506-160359,9,1029.56,19
548A_240506-160359,10,1035.9,20
548A_240506-160359,11,1042.23,21
548A_240506-160359,12,1048.56,22
548A_240506-160359,13,1054.89,23
548A_240506-160359,14,1061.22,24
548A_240506-160359,15,1067.55,25
548A_240506-160359,16,1073.88,26
548A_240506-160359,17,1080.21,27
548A_240506-160359,18,1086.54,28
548A_240506-160359,19,1092.87,29
548A_240506-160359,20,1099.19,30
548A_240506-160359,21,1105.52,31
548A_240506-160359,22,1111.85,32
548A_240506-160359,23,1118.18,33
548A_240506-160359,24,1124.5,34
548A_240506-160359,25,1130.83,35
548A_240506-160359,26,1137.16,36
548A_240506-160359,27,1143.48,37
548A_240506-160359,28,1149.81,38
548A_240506-160359,29,1156.13,39
548A_240506-160359,30,1162.45,40
548A_240506-160359,31,1168.78,41
548A_240506-160359,32,1175.1,42
548A_240506-160359,33,1181.42,43
548A_240506-160359,34,1187.75,44
548A_240506-160359,35,1194.07,45
548A_240506-160359,36,1200.39,46
548A_240506-160359,37,1206.71,47
548A_240506-160359,38,1213.03,48
548A_240506-160359,39,1219.35,49
548A_240506-160359,40,1225.67,50
548A_240506-160359,41,1231.99,51
548A_240506-160359,42,1238.31,52
548A_240506-160359,43,1244.63,53
548A_240506-160359,44,1250.95,54
548A_240506-160359,45,1257.27,55
548A_240506-160359,46,1263.58,56
548A_240506-160359,47,1269.9,57
548A_240506-160359,48,1276.22,58
548A_240506-160359,49,1282.53,59
548A_240506-160359,50,1288.85,60
548A_240506-160359,51,1295.17,61
548A_240506-160359,52,1301.48,62
548A_240506-160359,53,1307.79,63
548A_240506-160359,54,1314.11,64
548A_240506-160359,55,1320.42,65
548A_240506-160359,56,1326.74,66
548A_240506-160359,57,1333.05,67
548A_240506-160359,58,1339.36,68
548A_240506-160359,59,1345.67,69
548A_240506-160359,60,1351.99,70
548A_240506-160359,61,1358.3,71
548A_240506-160359,62,1364.61,72
548A_240506-160359,63,1370.92,73
548A_240506-160359,64,1377.23,74
548A_240506-160359,65,1383.54,75
548A_240506-160359,66,1389.85,76
548A_240506-160359,67,1396.16,77
548A_240506-160359,68,1402.47,78
548A_240506-160359,69,1408.77,79
548A_240506-160359,70,1415.08,80
548A_240506-160359,71,1421.39,81
548A_240506-160359,72,1427.7,82
548A_240506-160359,73,1434.0,83
548A_240506-160359,74,1440.31,84
548A_240506-160359,75,1446.62,85
548A_240506-160359,76,1452.92,86
548A_240506-160359,77,1459.23,87
548A_240506-160359,78,1465.53,88
548A_240506-160359,79,1471.83,89
548A_240506-160359,80,1478.14,90
548A_240506-160359,81,1484.44,91
548A_240506-160359,82,1490.74,92
548A_240506-160359,83,1497.05,93
548A_240506-160359,84,1503.35,94
548A_240506-160359,85,1509.65,95
548A_240506-160359,86,1515.95,96
548A_240506-160359,87,1522.25,97
548A_240506-160359,88,1528.55,98
548A_240506-160359,89,1534.85,99
548A_240506-160359,90,1541.15,100
548A_240506-160359,91,1547.45,101
548A_240506-160359,92,1553.75,102
548A_240506-160359,93,1560.05,103
548A_240506-160359,94,1566.35,104
548A_240506-160359,95,1572.64,105
548A_240506-160359,96,1578.94,106
548A_240506-160359,97,1585.24,107
548A_240506-160359,98,1591.53,108
548A_240506-160359,99,1597.83,109
548A_240506-160359,100,1604.13,110
548A_240506-160359,101,1610.42,111
548A_240506-160359,102,1616.72,112
548A_240506-160359,103,1623.01,113
548A_240506-160359,104,1629.3,114
548A_240506-160359,105,1635.6,115
548A_240506-160359,106,1641.89,116
548A_240506-160359,107,1648.18,117
548A_240506-160359,108,1654.48,118
548A_240506-160359,109,1660.77,119
548A_240506-160359,110,1667.06,120
548A_240506-160359,111,1673.35,121
548A_240506-160359,112,1679.64,122
548A_240506-160359,113,1685.93,123
548A_240506-160359,114,1692.22,124
548A_240506-160359,115,1698.51,125
548A_240506-160359,116,1704.8,126
548A_240506-160359,117,1711.09,127
548A_240506-160359,118,1717.38,128
548A_240506-160359,119,1723.66,129
548A_240506-160359,120,1729.95,130
548A_240506-160359,121,1736.24,131
548A_240506-160359,122,1742.53,132
548A_240506-160359,123,1748.81,133
548A_240506-160359,124,1755.1,134
548A_240506-160359,125,1761.38,135
548A_240506-160359,126,1767.67,136
548A_240506-160359,127,1773.95,137
548A_240506-160359,128,1780.24,138
548A_240506-160359,129,1786.52,139
548A_240506-160359,130,1792.8,140
548A_240506-160359,131,1799.09,141
548A_240506-160359,132,1805.37,142
548A_240506-160359,133,1811.65,143
548A_240506-160359,134,1817.93,144
548A_240506-160359,135,1824.21,145
548A_240506-160359,136,1830.5,146
548A_240506-160359,137,1836.78,147
548A_240506-160359,138,1843.06,148
548A_240506-160359,139,1849.34,149
548A_240506-160359,140,1855.61,150
548A_240506-160359,141,1861.89,151
548A_240506-160359,142,1868.17,152
548A_240506-160359,143,1874.45,153
548A_240506-160359,144,1880.73,154
548A_240506-160359,145,1887.0,155
548A_240506-160359,146,1893.28,156
548A_240506-160359,147,1899.56,157
548A_240506-160359,148,1905.83,158
548A_240506-160359,149,1912.11,159
548A_240506-160359,150,1918.38,160
548A_240506-160359,151,1924.66,161
548A_240506-160359,152,1930.93,162
548A_240506-160359,153,1937.21,163
548A_240506-160359,154,1943.48,164
548A_240506-160359,155,1949.75,165
548A_240506-160359,156,1956.03,166
548A_240506-160359,157,1962.3,167
548A_240506-160359,158,1968.57,168
548A_240506-160359,159,1974.84,169
548A_240506-160359,160,1981.11,170
548A_240506-160359,161,1987.39,171
548A_240506-160359,162,1993.66,172
548A_240506-160359,163,1999.93,173
548A_240506-160359,164,2006.19,174
548A_240506-160359,165,2012.46,175
548A_240506-160359,166,2018.73,176
548A_240506-160359,167,2025.0,177
548A_240506-160359,168,2031.27,178
548A_240506-160359,169,2037.54,179
548A_240506-160359,170,2043.8,180
548A_240506-160359,171,2050.07,181
548A_240506-160359,172,2056.34,182
