dataset,band_index_kept,wavelength_nm,orig_band_index
539_240506-160131,152,1930.93,162
539_240506-160131,153,1937.21,163
539_240506-160131,154,1943.48,164
539_240506-160131,155,1949.75,165
539_240506-160131,156,1956.03,166
539_240506-160131,157,1962.3,167
539_240506-160131,158,1968.57,168
539_240506-160131,159,1974.84,169
539_240506-160131,160,1981.11,170
539_240506-160131,161,1987.39,171
539_240506-160131,162,1993.66,172
539_240506-160131,163,1999.93,173
539_240506-160131,164,2006.19,174
539_240506-160131,165,2012.46,175
539_240506-160131,166,2018.73,176
539_240506-160131,167,2025.0,177
539_240506-160131,168,2031.27,178
539_240506-160131,169,2037.54,179
539_240506-160131,170,2043.8,180
539_240506-160131,171,2050.07,181
539_240506-160131,172,2056.34,182
539_240506-160131,173,2062.6,183
539_240506-160131,174,2068.87,184
539_240506-160131,175,2075.13,185
539_240506-160131,176,2081.4,186
539_240506-160131,177,2087.66,187
539_240506-160131,178,2093.93,188
539_240506-160131,179,2100.19,189
539_240506-160131,180,2106.45,190
539_240506-160131,181,2112.71,191
539_240506-160131,182,2118.98,192
539_240506-160131,183,2125.24,193
539_240506-160131,184,2131.5,194
539_240506-160131,185,2137.76,195
539_240506-160131,186,2144.02,196
539_240506-160131,187,2150.28,197
539_240506-160131,188,2156.54,198
539_240506-160131,189,2162.8,199
539_240506-160131,190,2169.06,200
539_240506-160131,191,2175.32,201
539_240506-160131,192,2181.58,202
539_240506-160131,193,2187.83,203
539_240506-160131,194,2194.09,204
539_240506-160131,195,2200.35,205
539_240506-160131,196,2206.6,206
539_240506-160131,197,2212.86,207
539_240506-160131,198,2219.12,208
539_240506-160131,199,2225.37,209
539_240506-160131,200,2231.63,210
539_240506-160131,201,2237.88,211
539_240506-160131,202,2244.13,212
539_240506-160131,203,2250.39,213
539_240506-160131,204,2256.64,214
539_240506-160131,205,2262.89,215
539_240506-160131,206,2269.15,216
539_240506-160131,207,2275.4,217
539_240506-160131,208,2281.65,218
539_240506-160131,209,2287.9,219
539_240506-160131,210,2294.15,220
539_240506-160131,211,2300.4,221
539_240506-160131,212,2306.65,222
539_240506-160131,213,2312.9,223
539_240506-160131,214,2319.15,224
539_240506-160131,215,2325.4,225
539_240506-160131,216,2331.65,226
539_240506-160131,217,2337.9,227
539_240506-160131,218,2344.14,228
539_240506-160131,219,2350.39,229
539_240506-160131,220,2356.64,230
539_240506-160131,221,2362.88,231
539_240506-160131,222,2369.13,232
539_240506-160131,223,2375.37,233
539_240506-160131,224,2381.62,234
539_240506-160131,225,2387.86,235
539_240506-160131,226,2394.11,236
539_240506-160131,227,2400.35,237
539_240506-160131,228,2406.6,238
539_240506-160131,229,2412.84,239
539_240506-160131,230,2419.08,240
539_240506-160131,231,2425.32,241
539_240506-160131,232,2431.57,242
539_240506-160131,233,2437.81,243
539_240506-160131,234,2444.05,244
539_240506-160131,235,2450.29,245
