dataset,band_index_kept,wavelength_nm,orig_band_index
560B_240506-160251,176,2081.4,186
560B_240506-160251,177,2087.66,187
560B_240506-160251,178,2093.93,188
560B_240506-160251,179,2100.19,189
560B_240506-160251,180,2106.45,190
560B_240506-160251,181,2112.71,191
560B_240506-160251,182,2118.98,192
560B_240506-160251,183,2125.24,193
560B_240506-160251,184,2131.5,194
560B_240506-160251,185,2137.76,195
560B_240506-160251,186,2144.02,196
560B_240506-160251,187,2150.28,197
560B_240506-160251,188,2156.54,198
560B_240506-160251,189,2162.8,199
560B_240506-160251,190,2169.06,200
560B_240506-160251,191,2175.32,201
560B_240506-160251,192,2181.58,202
560B_240506-160251,193,2187.83,203
560B_240506-160251,194,2194.09,204
560B_240506-160251,195,2200.35,205
560B_240506-160251,196,2206.6,206
560B_240506-160251,197,2212.86,207
560B_240506-160251,198,2219.12,208
560B_240506-160251,199,2225.37,209
560B_240506-160251,200,2231.63,210
560B_240506-160251,201,2237.88,211
560B_240506-160251,202,2244.13,212
560B_240506-160251,203,2250.39,213
560B_240506-160251,204,2256.64,214
560B_240506-160251,205,2262.89,215
560B_240506-160251,206,2269.15,216
560B_240506-160251,207,2275.4,217
560B_240506-160251,208,2281.65,218
560B_240506-160251,209,2287.9,219
560B_240506-160251,210,2294.15,220
560B_240506-160251,211,2300.4,221
560B_240506-160251,212,2306.65,222
560B_240506-160251,213,2312.9,223
560B_240506-160251,214,2319.15,224
560B_240506-160251,215,2325.4,225
560B_240506-160251,216,2331.65,226
560B_240506-160251,217,2337.9,227
560B_240506-160251,218,2344.14,228
560B_240506-160251,219,2350.39,229
560B_240506-160251,220,2356.64,230
560B_240506-160251,221,2362.88,231
560B_240506-160251,222,2369.13,232
560B_240506-160251,223,2375.37,233
560B_240506-160251,224,2381.62,234
560B_240506-160251,225,2387.86,235
560B_240506-160251,226,2394.11,236
560B_240506-160251,227,2400.35,237
560B_240506-160251,228,2406.6,238
560B_240506-160251,229,2412.84,239
560B_240506-160251,230,2419.08,240
560B_240506-160251,231,2425.32,241
560B_240506-160251,232,2431.57,242
560B_240506-160251,233,2437.81,243
560B_240506-160251,234,2444.05,244
560B_240506-160251,235,2450.29,245
