sample,image,staphylococcus_prob
3491B_240506-155911,band_155_1950nm.png,0.9319820404052734
3491B_240506-155911,band_156_1956nm.png,0.9372498989105225
3491B_240506-155911,band_157_1962nm.png,0.9242023825645447
3491B_240506-155911,band_158_1969nm.png,0.9277206659317017
3491B_240506-155911,band_159_1975nm.png,0.9301962852478027
3491B_240506-155911,band_160_1981nm.png,0.8940525650978088
3491B_240506-155911,band_161_1987nm.png,0.9108102321624756
3491B_240506-155911,band_162_1994nm.png,0.9237629175186157
3491B_240506-155911,band_163_2000nm.png,0.9281492233276367
3491B_240506-155911,band_164_2006nm.png,0.9076449275016785
3491B_240506-155911,band_165_2012nm.png,0.9067331552505493
3491B_240506-155911,band_166_2019nm.png,0.9219608306884766
3491B_240506-155911,band_167_2025nm.png,0.8994204998016357
3491B_240506-155911,band_168_2031nm.png,0.9236936569213867
3491B_240506-155911,band_169_2038nm.png,0.9258797764778137
3491B_240506-155911,band_170_2044nm.png,0.9379498362541199
3491B_240506-155911,band_171_2050nm.png,0.949368417263031
3491B_240506-155911,band_172_2056nm.png,0.9496138691902161
3491B_240506-155911,band_173_2063nm.png,0.9591779708862305
3491B_240506-155911,band_174_2069nm.png,0.957004189491272
3491B_240506-155911,band_175_2075nm.png,0.9622716307640076
3491B_240506-155911,band_176_2081nm.png,0.9623408913612366
3491B_240506-155911,band_177_2088nm.png,0.960454523563385
3491B_240506-155911,band_178_2094nm.png,0.9636622667312622
3491B_240506-155911,band_179_2100nm.png,0.958572506904602
3491B_240506-155911,band_180_2106nm.png,0.9577392339706421
3491B_240506-155911,band_181_2113nm.png,0.948876678943634
3491B_240506-155911,band_182_2119nm.png,0.9520615935325623
3491B_240506-155911,band_183_2125nm.png,0.9523782730102539
3491B_240506-155911,band_184_2132nm.png,0.9505764245986938
3491B_240506-155911,band_185_2138nm.png,0.9460317492485046
3491B_240506-155911,band_186_2144nm.png,0.9456056952476501
3491B_240506-155911,band_187_2150nm.png,0.9476706385612488
3491B_240506-155911,band_188_2157nm.png,0.9444451332092285
3491B_240506-155911,band_189_2163nm.png,0.9449336528778076
3491B_240506-155911,band_190_2169nm.png,0.9464479684829712
3491B_240506-155911,band_191_2175nm.png,0.9531019926071167
3491B_240506-155911,band_192_2182nm.png,0.9501276016235352
3491B_240506-155911,band_193_2188nm.png,0.9436736106872559
3491B_240506-155911,band_194_2194nm.png,0.9507476091384888
3491B_240506-155911,band_195_2200nm.png,0.9549779891967773
3491B_240506-155911,band_196_2207nm.png,0.9556650519371033
3491B_240506-155911,band_197_2213nm.png,0.9560241103172302
3491B_240506-155911,band_198_2219nm.png,0.9571091532707214
3491B_240506-155911,band_199_2225nm.png,0.9581103920936584
3491B_240506-155911,band_200_2232nm.png,0.9565823078155518
3491B_240506-155911,band_201_2238nm.png,0.957482635974884
3491B_240506-155911,band_202_2244nm.png,0.9528483152389526
3491B_240506-155911,band_203_2250nm.png,0.954475998878479
3491B_240506-155911,band_204_2257nm.png,0.9512755870819092
3491B_240506-155911,band_205_2263nm.png,0.951786458492279
3491B_240506-155911,band_206_2269nm.png,0.9511590003967285
3491B_240506-155911,band_207_2275nm.png,0.951100766658783
3491B_240506-155911,band_208_2282nm.png,0.9498921632766724
3491B_240506-155911,band_209_2288nm.png,0.9433872699737549
3491B_240506-155911,band_210_2294nm.png,0.9394161105155945
3491B_240506-155911,band_211_2300nm.png,0.9444790482521057
3491B_240506-155911,band_212_2307nm.png,0.9449291825294495
3491B_240506-155911,band_213_2313nm.png,0.9436918497085571
3491B_240506-155911,band_214_2319nm.png,0.9445024728775024
3491B_240506-155911,band_215_2325nm.png,0.9451360702514648
3491B_240506-155911,band_216_2332nm.png,0.9437744617462158
3491B_240506-155911,band_217_2338nm.png,0.9403537511825562
3491B_240506-155911,band_218_2344nm.png,0.9440714120864868
3491B_240506-155911,band_219_2350nm.png,0.9361242055892944
3491B_240506-155911,band_220_2357nm.png,0.9456488490104675
3491B_240506-155911,band_221_2363nm.png,0.9493861794471741
3491B_240506-155911,band_222_2369nm.png,0.9487943649291992
3491B_240506-155911,band_223_2375nm.png,0.9476932287216187
3491B_240506-155911,band_224_2382nm.png,0.9521162509918213
3491B_240506-155911,band_225_2388nm.png,0.9511388540267944
3491B_240506-155911,band_226_2394nm.png,0.9511152505874634
3491B_240506-155911,band_227_2400nm.png,0.9487313628196716
3491B_240506-155911,band_228_2407nm.png,0.9503111839294434
3491B_240506-155911,band_229_2413nm.png,0.9533629417419434
3491B_240506-155911,band_230_2419nm.png,0.9565481543540955
3491B_240506-155911,band_231_2425nm.png,0.9556255340576172
3491B_240506-155911,band_232_2432nm.png,0.9539465308189392
3491B_240506-155911,band_233_2438nm.png,0.9537073969841003
3491B_240506-155911,band_234_2444nm.png,0.9538570642471313
3491B_240506-155911,band_235_2450nm.png,0.9587092399597168
351_1_240506-160920,band_000_973nm.png,0.950975239276886
351_1_240506-160920,band_001_979nm.png,0.9502735137939453
351_1_240506-160920,band_002_985nm.png,0.9347752928733826
351_1_240506-160920,band_003_992nm.png,0.9366206526756287
351_1_240506-160920,band_004_998nm.png,0.9325433373451233
351_1_240506-160920,band_005_1004nm.png,0.9377448558807373
351_1_240506-160920,band_006_1011nm.png,0.9381673336029053
351_1_240506-160920,band_007_1017nm.png,0.9359025955200195
351_1_240506-160920,band_008_1023nm.png,0.9341756701469421
351_1_240506-160920,band_009_1030nm.png,0.9324169158935547
351_1_240506-160920,band_010_1036nm.png,0.9353963136672974
351_1_240506-160920,band_011_1042nm.png,0.9304263591766357
351_1_240506-160920,band_012_1049nm.png,0.9297133088111877
351_1_240506-160920,band_013_1055nm.png,0.929387092590332
351_1_240506-160920,band_014_1061nm.png,0.9281812310218811
351_1_240506-160920,band_015_1068nm.png,0.9337513446807861
351_1_240506-160920,band_016_1074nm.png,0.9334694147109985
351_1_240506-160920,band_017_1080nm.png,0.9300826787948608
351_1_240506-160920,band_018_1087nm.png,0.9313280582427979
351_1_240506-160920,band_019_1093nm.png,0.9398133158683777
351_1_240506-160920,band_020_1099nm.png,0.9424231052398682
351_1_240506-160920,band_021_1106nm.png,0.9387313723564148
351_1_240506-160920,band_022_1112nm.png,0.9360727071762085
351_1_240506-160920,band_023_1118nm.png,0.9340222477912903
351_1_240506-160920,band_024_1124nm.png,0.9313976764678955
351_1_240506-160920,band_025_1131nm.png,0.9251348972320557
351_1_240506-160920,band_026_1137nm.png,0.9192668795585632
351_1_240506-160920,band_027_1143nm.png,0.9262372255325317
351_1_240506-160920,band_028_1150nm.png,0.9174475073814392
351_1_240506-160920,band_029_1156nm.png,0.9175191521644592
351_1_240506-160920,band_030_1162nm.png,0.9138980507850647
351_1_240506-160920,band_031_1169nm.png,0.9274290800094604
351_1_240506-160920,band_032_1175nm.png,0.9332500100135803
351_1_240506-160920,band_033_1181nm.png,0.9377453923225403
351_1_240506-160920,band_034_1188nm.png,0.9293292164802551
351_1_240506-160920,band_035_1194nm.png,0.9265388250350952
351_1_240506-160920,band_036_1200nm.png,0.9282224178314209
351_1_240506-160920,band_037_1207nm.png,0.9373176693916321
351_1_240506-160920,band_038_1213nm.png,0.9315657615661621
351_1_240506-160920,band_039_1219nm.png,0.9353559613227844
351_1_240506-160920,band_040_1226nm.png,0.9400643706321716
351_1_240506-160920,band_041_1232nm.png,0.9408861398696899
351_1_240506-160920,band_042_1238nm.png,0.9438516497612
351_1_240506-160920,band_043_1245nm.png,0.936765730381012
351_1_240506-160920,band_044_1251nm.png,0.9420645236968994
351_1_240506-160920,band_045_1257nm.png,0.9357207417488098
351_1_240506-160920,band_046_1264nm.png,0.9377256631851196
351_1_240506-160920,band_047_1270nm.png,0.9358776211738586
351_1_240506-160920,band_048_1276nm.png,0.937370240688324
351_1_240506-160920,band_049_1283nm.png,0.9372062683105469
351_1_240506-160920,band_050_1289nm.png,0.9365063905715942
351_1_240506-160920,band_051_1295nm.png,0.9287378191947937
351_1_240506-160920,band_052_1301nm.png,0.9312748312950134
351_1_240506-160920,band_053_1308nm.png,0.9329700469970703
351_1_240506-160920,band_054_1314nm.png,0.9346614480018616
351_1_240506-160920,band_055_1320nm.png,0.9339892864227295
351_1_240506-160920,band_056_1327nm.png,0.9340396523475647
351_1_240506-160920,band_057_1333nm.png,0.9284725189208984
351_1_240506-160920,band_058_1339nm.png,0.9313839077949524
351_1_240506-160920,band_059_1346nm.png,0.9292687177658081
351_1_240506-160920,band_060_1352nm.png,0.9345322251319885
351_1_240506-160920,band_061_1358nm.png,0.9340546131134033
351_1_240506-160920,band_062_1365nm.png,0.9385135769844055
351_1_240506-160920,band_063_1371nm.png,0.9369575381278992
351_1_240506-160920,band_064_1377nm.png,0.9343169927597046
351_1_240506-160920,band_065_1384nm.png,0.9354480504989624
351_1_240506-160920,band_066_1390nm.png,0.9356105923652649
351_1_240506-160920,band_067_1396nm.png,0.9359282851219177
351_1_240506-160920,band_068_1402nm.png,0.9432041645050049
351_1_240506-160920,band_069_1409nm.png,0.9444599151611328
351_1_240506-160920,band_070_1415nm.png,0.942661702632904
351_1_240506-160920,band_071_1421nm.png,0.9355010390281677
351_1_240506-160920,band_072_1428nm.png,0.9387766718864441
351_1_240506-160920,band_073_1434nm.png,0.9368975758552551
351_1_240506-160920,band_074_1440nm.png,0.9381834864616394
351_1_240506-160920,band_075_1447nm.png,0.9345434904098511
351_1_240506-160920,band_076_1453nm.png,0.9358626008033752
351_1_240506-160920,band_077_1459nm.png,0.9413546323776245
351_1_240506-160920,band_078_1466nm.png,0.9051098823547363
351_1_240506-160920,band_079_1472nm.png,0.9298784136772156
351_1_240506-160920,band_080_1478nm.png,0.9428468346595764
351_1_240506-160920,band_081_1484nm.png,0.9397096633911133
351_1_240506-160920,band_082_1491nm.png,0.949138343334198
351_1_240506-160920,band_083_1497nm.png,0.9481642246246338
351_1_240506-160920,band_084_1503nm.png,0.9466866254806519
351_1_240506-160920,band_085_1510nm.png,0.9387031197547913
351_1_240506-160920,band_086_1516nm.png,0.937812089920044
351_1_240506-160920,band_087_1522nm.png,0.9362226128578186
351_1_240506-160920,band_088_1529nm.png,0.9369320869445801
351_1_240506-160920,band_089_1535nm.png,0.9378207921981812
351_1_240506-160920,band_090_1541nm.png,0.9340755939483643
351_1_240506-160920,band_091_1547nm.png,0.9369826316833496
351_1_240506-160920,band_092_1554nm.png,0.9361374378204346
351_1_240506-160920,band_093_1560nm.png,0.9356099963188171
351_1_240506-160920,band_094_1566nm.png,0.9331309199333191
351_1_240506-160920,band_095_1573nm.png,0.947952151298523
351_1_240506-160920,band_096_1579nm.png,0.9474728107452393
351_1_240506-160920,band_097_1585nm.png,0.947115421295166
351_1_240506-160920,band_098_1592nm.png,0.9341481924057007
351_1_240506-160920,band_099_1598nm.png,0.9374013543128967
351_1_240506-160920,band_100_1604nm.png,0.9341247081756592
351_1_240506-160920,band_101_1610nm.png,0.9391919374465942
351_1_240506-160920,band_102_1617nm.png,0.9365834593772888
351_1_240506-160920,band_103_1623nm.png,0.9412804841995239
351_1_240506-160920,band_104_1629nm.png,0.9375285506248474
351_1_240506-160920,band_105_1636nm.png,0.9389791488647461
351_1_240506-160920,band_106_1642nm.png,0.9370827078819275
351_1_240506-160920,band_107_1648nm.png,0.9404352307319641
351_1_240506-160920,band_108_1654nm.png,0.9410902261734009
351_1_240506-160920,band_109_1661nm.png,0.9503939151763916
351_1_240506-160920,band_110_1667nm.png,0.9464477896690369
351_1_240506-160920,band_111_1673nm.png,0.9469264149665833
351_1_240506-160920,band_112_1680nm.png,0.9408944845199585
351_1_240506-160920,band_113_1686nm.png,0.9409547448158264
351_1_240506-160920,band_114_1692nm.png,0.9428377151489258
351_1_240506-160920,band_115_1699nm.png,0.943532407283783
351_1_240506-160920,band_116_1705nm.png,0.9453058242797852
351_1_240506-160920,band_117_1711nm.png,0.9434813857078552
351_1_240506-160920,band_118_1717nm.png,0.9435396194458008
351_1_240506-160920,band_119_1724nm.png,0.9413096308708191
351_1_240506-160920,band_120_1730nm.png,0.945810079574585
351_1_240506-160920,band_121_1736nm.png,0.9415859580039978
351_1_240506-160920,band_122_1743nm.png,0.9461471438407898
351_1_240506-160920,band_123_1749nm.png,0.9442539811134338
351_1_240506-160920,band_124_1755nm.png,0.9444820284843445
351_1_240506-160920,band_125_1761nm.png,0.942797839641571
351_1_240506-160920,band_126_1768nm.png,0.9451194405555725
351_1_240506-160920,band_127_1774nm.png,0.9508646726608276
351_1_240506-160920,band_128_1780nm.png,0.9518686532974243
351_1_240506-160920,band_129_1787nm.png,0.9474395513534546
351_1_240506-160920,band_130_1793nm.png,0.9440958499908447
351_1_240506-160920,band_131_1799nm.png,0.9378883838653564
351_1_240506-160920,band_132_1805nm.png,0.9308952689170837
351_1_240506-160920,band_133_1812nm.png,0.9324316382408142
351_1_240506-160920,band_134_1818nm.png,0.9583192467689514
351_1_240506-160920,band_135_1824nm.png,0.9590689539909363
351_1_240506-160920,band_136_1830nm.png,0.9632206559181213
351_1_240506-160920,band_137_1837nm.png,0.8913467526435852
351_1_240506-160920,band_138_1843nm.png,0.923804521560669
351_1_240506-160920,band_139_1849nm.png,0.8700721859931946
351_1_240506-160920,band_140_1856nm.png,0.9375492930412292
351_1_240506-160920,band_141_1862nm.png,0.9363774657249451
351_1_240506-160920,band_142_1868nm.png,0.9410036206245422
351_1_240506-160920,band_143_1874nm.png,0.9348987340927124
351_1_240506-160920,band_144_1881nm.png,0.9469130635261536
351_1_240506-160920,band_145_1887nm.png,0.9427531361579895
351_1_240506-160920,band_146_1893nm.png,0.9402729868888855
351_1_240506-160920,band_147_1900nm.png,0.9313639402389526
351_1_240506-160920,band_148_1906nm.png,0.9360623359680176
351_1_240506-160920,band_149_1912nm.png,0.9355005025863647
351_1_240506-160920,band_150_1918nm.png,0.9346510171890259
351_1_240506-160920,band_151_1925nm.png,0.9350042939186096
351_1_240506-160920,band_152_1931nm.png,0.9360639452934265
351_1_240506-160920,band_153_1937nm.png,0.9215422868728638
351_1_240506-160920,band_154_1943nm.png,0.9377226233482361
351_1_240506-160920,band_155_1950nm.png,0.9453476071357727
351_1_240506-160920,band_156_1956nm.png,0.9491336941719055
351_1_240506-160920,band_157_1962nm.png,0.9412849545478821
351_1_240506-160920,band_158_1969nm.png,0.9268685579299927
351_1_240506-160920,band_159_1975nm.png,0.9213780164718628
351_1_240506-160920,band_160_1981nm.png,0.9465888738632202
351_1_240506-160920,band_161_1987nm.png,0.945006251335144
351_1_240506-160920,band_162_1994nm.png,0.9431663155555725
351_1_240506-160920,band_163_2000nm.png,0.9300667643547058
351_1_240506-160920,band_164_2006nm.png,0.9440830945968628
351_1_240506-160920,band_165_2012nm.png,0.9448278546333313
351_1_240506-160920,band_166_2019nm.png,0.9408519864082336
351_1_240506-160920,band_167_2025nm.png,0.9236337542533875
351_1_240506-160920,band_168_2031nm.png,0.9390476942062378
351_1_240506-160920,band_169_2038nm.png,0.9424416422843933
351_1_240506-160920,band_170_2044nm.png,0.9471664428710938
351_1_240506-160920,band_171_2050nm.png,0.9462118744850159
351_1_240506-160920,band_172_2056nm.png,0.9524004459381104
351_1_240506-160920,band_173_2063nm.png,0.9509385228157043
351_1_240506-160920,band_174_2069nm.png,0.959348201751709
351_1_240506-160920,band_175_2075nm.png,0.9611485004425049
351_1_240506-160920,band_176_2081nm.png,0.9586714506149292
351_1_240506-160920,band_177_2088nm.png,0.954055905342102
351_1_240506-160920,band_178_2094nm.png,0.9440219402313232
351_1_240506-160920,band_179_2100nm.png,0.9311860203742981
351_1_240506-160920,band_180_2106nm.png,0.9370341300964355
351_1_240506-160920,band_181_2113nm.png,0.940839946269989
351_1_240506-160920,band_182_2119nm.png,0.9392393827438354
351_1_240506-160920,band_183_2125nm.png,0.9389507174491882
351_1_240506-160920,band_184_2132nm.png,0.9390694499015808
351_1_240506-160920,band_185_2138nm.png,0.9384432435035706
351_1_240506-160920,band_186_2144nm.png,0.9278354644775391
351_1_240506-160920,band_187_2150nm.png,0.9272953867912292
351_1_240506-160920,band_188_2157nm.png,0.9395831823348999
351_1_240506-160920,band_189_2163nm.png,0.9435744285583496
351_1_240506-160920,band_190_2169nm.png,0.9408016204833984
351_1_240506-160920,band_191_2175nm.png,0.9379158020019531
351_1_240506-160920,band_192_2182nm.png,0.9406371712684631
351_1_240506-160920,band_193_2188nm.png,0.9426803588867188
351_1_240506-160920,band_194_2194nm.png,0.9327189326286316
351_1_240506-160920,band_195_2200nm.png,0.9279527068138123
351_1_240506-160920,band_196_2207nm.png,0.9383330941200256
351_1_240506-160920,band_197_2213nm.png,0.9412683248519897
351_1_240506-160920,band_198_2219nm.png,0.9416900873184204
351_1_240506-160920,band_199_2225nm.png,0.9445750117301941
351_1_240506-160920,band_200_2232nm.png,0.9458387494087219
351_1_240506-160920,band_201_2238nm.png,0.9509173631668091
351_1_240506-160920,band_202_2244nm.png,0.9371579885482788
351_1_240506-160920,band_203_2250nm.png,0.9426629543304443
351_1_240506-160920,band_204_2257nm.png,0.9409699440002441
351_1_240506-160920,band_205_2263nm.png,0.936227023601532
351_1_240506-160920,band_206_2269nm.png,0.9320412278175354
351_1_240506-160920,band_207_2275nm.png,0.9369871616363525
351_1_240506-160920,band_208_2282nm.png,0.9335773587226868
351_1_240506-160920,band_209_2288nm.png,0.935192883014679
351_1_240506-160920,band_210_2294nm.png,0.9347153902053833
351_1_240506-160920,band_211_2300nm.png,0.9298380017280579
351_1_240506-160920,band_212_2307nm.png,0.9306384921073914
351_1_240506-160920,band_213_2313nm.png,0.9378997087478638
351_1_240506-160920,band_214_2319nm.png,0.9397366642951965
351_1_240506-160920,band_215_2325nm.png,0.9194002747535706
351_1_240506-160920,band_216_2332nm.png,0.9169621467590332
351_1_240506-160920,band_217_2338nm.png,0.9170302152633667
351_1_240506-160920,band_218_2344nm.png,0.92463219165802
351_1_240506-160920,band_219_2350nm.png,0.9174620509147644
351_1_240506-160920,band_220_2357nm.png,0.9160576462745667
351_1_240506-160920,band_221_2363nm.png,0.9344092607498169
351_1_240506-160920,band_222_2369nm.png,0.9347760081291199
351_1_240506-160920,band_223_2375nm.png,0.9255126714706421
351_1_240506-160920,band_224_2382nm.png,0.9166261553764343
351_1_240506-160920,band_225_2388nm.png,0.9173455834388733
351_1_240506-160920,band_226_2394nm.png,0.9159730076789856
351_1_240506-160920,band_227_2400nm.png,0.9164242148399353
351_1_240506-160920,band_228_2407nm.png,0.9163112640380859
351_1_240506-160920,band_229_2413nm.png,0.9206467270851135
